rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/fps,time/total_timesteps,train/clip_range,train/explained_variance,train/n_updates,train/clip_fraction,train/learning_rate,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/loss,train/entropy_loss
-0.009919999999999795,10.74,927,30,33,532484,0.1,0.31452786922454834,1096,0.0,0.0003,0.00022607663,0.6348543614149094,-0.000441325712017715,0.29852572083473206,-1.4832580089569092
-0.07856000000000002,10.32,960,31,33,533508,0.1,0.3856126666069031,1100,0.0,0.0003,0.0002897457,0.6949808895587921,-0.00014080561231821775,0.3304843306541443,-1.486038714647293
0.09024000000000003,8.72,994,32,32,534532,0.1,0.1483481526374817,1104,0.0,0.0003,0.0001226422,0.9979553073644638,0.0001943079987540841,0.4830944240093231,-1.4881054162979126
0.7575999999999999,9.8,1024,33,32,535556,0.1,0.4804239869117737,1108,0.0,0.0003,4.9662543e-05,0.6881976276636124,-9.291083551943302e-05,0.32563120126724243,-1.489725798368454
0.8809999999999998,10.75,1054,34,33,536580,0.1,0.5253001153469086,1112,0.0,0.0003,5.380367e-06,0.8182527422904968,5.9137470088899136e-05,0.39605823159217834,-1.4908652007579803
0.7633200000000001,8.71,1084,35,33,537604,0.1,0.3832774758338928,1116,0.0,0.0003,1.8974242e-05,0.9390442967414856,-0.0001396872103214264,0.44837504625320435,-1.4909606873989105
0.9141999999999999,8.35,1118,36,32,538628,0.1,0.4910726547241211,1120,0.0,0.0003,4.323054e-05,0.8292170912027359,-0.00013008946552872658,0.3983834385871887,-1.4914278090000153
0.14328,11.34,1147,37,33,539652,0.1,0.27280330657958984,1124,0.0,0.0003,0.00010131055,1.0534497201442719,-0.0002176088746637106,0.5079715251922607,-1.4916040301322937
0.6609999999999999,11.75,1177,38,33,540676,0.1,0.4455888867378235,1128,0.0,0.0003,5.0572795e-05,0.856346383690834,7.470225682482123e-05,0.414091557264328,-1.4926243722438812
-0.32907999999999993,9.51,1207,39,33,541700,0.1,0.4809300899505615,1132,0.0,0.0003,5.161314e-05,1.0397521257400513,-0.00017470185412093997,0.5028336048126221,-1.492055058479309
0.42408,8.74,1240,40,33,542724,0.1,0.41517573595046997,1136,0.0,0.0003,0.00016914628,0.6711434870958328,-0.00035183830186724663,0.3197746276855469,-1.4902129471302032
-0.3102800000000002,11.41,1271,41,33,543748,0.1,0.5562126636505127,1140,0.0,0.0003,0.00040777546,0.713403657078743,-0.0006784817669540644,0.3377937376499176,-1.4853425323963165
0.61168,8.04,1303,42,33,544772,0.1,0.30319565534591675,1144,0.0,0.0003,0.00059772126,0.7742703408002853,-0.0003608606057241559,0.3699811100959778,-1.480971246957779
