rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,train/explained_variance,train/loss,train/n_updates,train/value_loss,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/entropy_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
,,,,3524544,,0.7449163496494293,0.5235688090324402,2176,2.2725030221045017,0.2,-0.015627231245161965,0.035162017,0.30126953125,-1.5230365451425314,0.0003,147.2,-13.1684
102.76,125,4297,-5.20522,3525216,132,,,,,,,,,,,,
111.6,126,4323,-6.764600000000001,3529312,133,0.6827990710735321,0.8886502385139465,2180,2.0140256881713867,0.2,-0.015905923035461456,0.03757145,0.31341552734375,-1.488759871572256,0.0003,,
119.66,126,4349,-8.39862,3533408,134,0.6942847967147827,0.3713354468345642,2184,1.6297073876485229,0.2,-0.020768312948348466,0.0426694,0.318359375,-1.5883232820779085,0.0003,,
113.75,126,4374,-7.0867,3537504,135,0.6515413522720337,0.5440686345100403,2188,1.7097042556852102,0.2,-0.016060933441622183,0.043222483,0.31536865234375,-1.5089712049812078,0.0003,,
103.67,126,4400,-5.248240000000001,3541600,136,0.6315855383872986,0.48733994364738464,2192,2.1002983301877975,0.2,-0.017458597023505718,0.040031977,0.29022216796875,-1.451297253370285,0.0003,,
,,,,3544544,,0.7855066806077957,0.46502164006233215,2196,1.6231963448226452,0.2,-0.014426180976442993,0.03684996,0.299560546875,-1.4454877879470587,0.0003,180.0,-19.892
106.06,126,4444,-5.93682,3545696,137,,,,,,,,,,,,
109.48,126,4469,-6.450660000000002,3549792,138,0.7322612106800079,0.5143607258796692,2200,1.756284475326538,0.2,-0.01943037765158806,0.041010737,0.28125,-1.4731823150068521,0.0003,,
113.95,126,4494,-7.328200000000001,3553888,139,0.7212232351303101,0.7367969751358032,2204,2.080032772384584,0.2,-0.017101176257710904,0.04191096,0.30181884765625,-1.4877878595143557,0.0003,,
115.7,126,4519,-7.545599999999999,3557984,140,0.6611672937870026,0.6864063143730164,2208,1.8348731147125363,0.2,-0.015947072330163792,0.04294006,0.28863525390625,-1.3853207752108574,0.0003,,
114.65,127,4544,-7.1652,3562080,141,0.7164261341094971,0.6451289653778076,2212,2.057410255074501,0.2,-0.01213742236723192,0.03453182,0.28265380859375,-1.4318333510309458,0.0003,,
,,,,3564544,,0.6988140642642975,0.7998093366622925,2216,2.720994772389531,0.2,-0.012702004409220535,0.039556734,0.2872314453125,-1.326655250042677,0.0003,144.4,-12.3288
115.93,126,4586,-7.13196,3566176,142,,,,,,,,,,,,
114.15,127,4611,-6.997800000000001,3570272,143,0.7464431524276733,0.681435763835907,2220,1.6443394413217902,0.2,-0.011453528328274842,0.036660984,0.28546142578125,-1.4257387835532427,0.0003,,
118.24,127,4637,-7.839080000000001,3574368,144,0.6836019456386566,0.7196959853172302,2224,2.1129653975367546,0.2,-0.017097073898185045,0.039860606,0.263671875,-1.3266754690557718,0.0003,,
116.9,127,4661,-7.857499999999999,3578464,145,0.6444096863269806,0.6696879863739014,2228,2.0460809748619795,0.2,-0.01626254533766769,0.039709967,0.297119140625,-1.4440078623592854,0.0003,,
117.99,127,4686,-7.9600800000000005,3582560,146,0.6823282241821289,0.4515499472618103,2232,1.6709165843203664,0.2,-0.01803004098474048,0.039676644,0.3111572265625,-1.466749895364046,0.0003,,
,,,,3584544,,0.76087386906147,0.4051778018474579,2236,2.049124689772725,0.2,-0.015262168381013907,0.043900035,0.26220703125,-1.344882044941187,0.0003,76.2,-1.6524000000000005
121.89,127,4725,-8.75708,3586656,147,,,,,,,,,,,,
112.11,127,4753,-6.89612,3590752,148,0.6715291440486908,0.5718867778778076,2240,2.0094374623149633,0.2,-0.013564854059950449,0.044803828,0.3111572265625,-1.496745117008686,0.0003,,
110.15,127,4782,-6.756500000000001,3594848,149,0.693620890378952,0.6365146040916443,2244,2.0375156458467245,0.2,-0.01589751013671048,0.045420848,0.33343505859375,-1.5095906145870686,0.0003,,
109.62,127,4811,-6.614139999999997,3598944,150,0.6385888159275055,0.751082181930542,2248,2.3323885276913643,0.2,-0.012254834960913286,0.037217736,0.30755615234375,-1.4459451530128717,0.0003,,
114.7,127,4846,-7.427500000000001,3603040,151,0.6783053278923035,0.6549457311630249,2252,2.2035569166764617,0.2,-0.01411172639200231,0.043140262,0.2801513671875,-1.386392394080758,0.0003,,
,,,,3604544,,0.6267915368080139,0.9429942965507507,2256,2.4629132011905313,0.2,-0.011307377666526008,0.0331005,0.2806396484375,-1.392525216564536,0.0003,180.0,-18.868000000000002
112.63,127,4894,-7.018360000000001,3607136,152,,,,,,,,,,,,
120.97,127,4922,-8.52534,3611232,153,0.6523240208625793,0.6186009049415588,2260,2.226653098128736,0.2,-0.016263870624243282,0.037201986,0.3089599609375,-1.4774510506540537,0.0003,,
119.96,127,4951,-8.31592,3615328,154,0.5757806599140167,0.6510677933692932,2264,1.9103185907006264,0.2,-0.011284772786893882,0.03643268,0.28533935546875,-1.4532835893332958,0.0003,,
110.65,127,4979,-6.311999999999999,3619424,155,0.6893495917320251,0.8745290637016296,2268,2.4262794759124517,0.2,-0.015566122739983257,0.045521267,0.32952880859375,-1.4574291426688433,0.0003,,
112.5,127,5008,-6.711799999999999,3623520,156,0.6289160251617432,0.6135851144790649,2272,2.449150037020445,0.2,-0.013152192965208087,0.03938566,0.308349609375,-1.4680220019072294,0.0003,,
,,,,3624544,,0.6610953509807587,0.4397428631782532,2276,1.6728393724188209,0.2,-0.011495212092995644,0.04199816,0.3056640625,-1.4436226785182953,0.0003,180.0,-19.398
109.21,127,5061,-6.35692,3627616,157,,,,,,,,,,,,
112.28,127,5090,-6.91606,3631712,158,0.6207747757434845,0.42851585149765015,2280,2.289490455761552,0.2,-0.012320887784881052,0.04399991,0.318115234375,-1.421489192172885,0.0003,,
100.8,127,5119,-4.8989,3635808,159,0.6862702965736389,0.6072254776954651,2284,2.150758515112102,0.2,-0.014151363029668573,0.037414156,0.29547119140625,-1.3821800779551268,0.0003,,
100.73,127,5149,-4.5884599999999995,3639904,160,0.6757394969463348,0.6748068332672119,2288,2.405092177912593,0.2,-0.015357811564172152,0.03645167,0.29302978515625,-1.3458514660596848,0.0003,,
103.32,127,5177,-5.163340000000001,3644000,161,0.7003121376037598,0.6628130674362183,2292,2.341283030807972,0.2,-0.016153710545040667,0.034096003,0.2777099609375,-1.4692581724375486,0.0003,,
,,,,3644544,,0.7112032771110535,0.8615162372589111,2296,1.9886689204722643,0.2,-0.015566643516649492,0.044494957,0.30853271484375,-1.4616133011877537,0.0003,144.6,-12.8632
115.28,126,5225,-7.506759999999999,3648096,162,,,,,,,,,,,,
123.76,127,5255,-9.34822,3652192,163,0.5842019021511078,0.4426271319389343,2300,1.555351729504764,0.2,-0.019215162392356433,0.0411947,0.34283447265625,-1.527723204344511,0.0003,,
130.95,127,5283,-10.5133,3656288,164,0.6311822831630707,0.6023539304733276,2304,1.614927683956921,0.2,-0.009661526848503854,0.04157634,0.31787109375,-1.3748179897665977,0.0003,,
122.54,127,5311,-8.61748,3660384,165,0.6880211234092712,0.7442318201065063,2308,2.139705752953887,0.2,-0.01566858417209005,0.042132765,0.32293701171875,-1.4520659316331148,0.0003,,
116.07,127,5336,-7.165139999999999,3664480,166,0.7036629319190979,0.2930724024772644,2312,1.9588575791567564,0.2,-0.01892859163490357,0.039529838,0.29742431640625,-1.3864940498024225,0.0003,,
,,,,3664544,,0.6738166511058807,0.774471640586853,2316,1.810743348672986,0.2,-0.004727351413748693,0.037798215,0.3070068359375,-1.3711021542549133,0.0003,145.2,-12.4224
111.85,127,5379,-6.497499999999999,3668576,167,,,,,,,,,,,,
105.65,127,5404,-5.4869,3672672,168,0.661341667175293,1.1797232627868652,2320,2.6001659519970417,0.2,-0.010601298825349659,0.033775706,0.28302001953125,-1.4100451152771711,0.0003,,
108.34,127,5429,-5.899779999999998,3676768,169,0.6535018384456635,0.7341508865356445,2324,2.1606601802632213,0.2,-0.006441384306526743,0.036609486,0.28131103515625,-1.353462303057313,0.0003,,
110.05,127,5454,-6.1987,3680864,170,0.7853334099054337,0.5261861085891724,2328,1.87161953933537,0.2,-0.017555824801092967,0.043158248,0.326171875,-1.4704724047333002,0.0003,,
,,,,3684544,,0.7722675055265427,0.6120840311050415,2332,2.1425952538847923,0.2,-0.018108372620190494,0.039034974,0.28961181640625,-1.519423307850957,0.0003,180.0,-18.857999999999997
115.52,127,5499,-7.118840000000001,3684960,171,,,,,,,,,,,,
101.57,127,5527,-4.86494,3689056,172,0.6140595972537994,0.6310036182403564,2336,2.5242841774597764,0.2,-0.016855922935064882,0.039775617,0.3072509765625,-1.4154671244323254,0.0003,,
106.7,127,5556,-5.8069999999999995,3693152,173,0.7582830786705017,0.489183247089386,2340,1.9648558516055346,0.2,-0.020241059115505777,0.047989473,0.299560546875,-1.3451564759016037,0.0003,,
107.86,127,5586,-6.2041200000000005,3697248,174,0.7425041794776917,0.5238319039344788,2344,2.1077247578650713,0.2,-0.020222927822032943,0.04148435,0.27850341796875,-1.1667875107377768,0.0003,,
104.72,127,5616,-5.274640000000001,3701344,175,0.6956395506858826,0.5453975200653076,2348,2.026286454871297,0.2,-0.012177698219602462,0.03977958,0.28692626953125,-1.3645305633544922,0.0003,,
,,,,3704544,,0.7273744940757751,0.9342943429946899,2352,2.725585611537099,0.2,-0.014843831399048213,0.038673215,0.3038330078125,-1.401540394872427,0.0003,112.4,-7.212800000000001
101.54,127,5660,-4.62638,3705440,176,,,,,,,,,,,,
99.92,127,5688,-4.48484,3709536,177,0.6764999330043793,0.5275463461875916,2356,2.006571127101779,0.2,-0.014709844559547491,0.038053907,0.2982177734375,-1.3930192831903696,0.0003,,
104.0,127,5717,-5.588100000000001,3713632,178,0.6480464041233063,0.5939768552780151,2360,2.0149900931864977,0.2,-0.01475328613014426,0.049301956,0.29095458984375,-1.3549435678869486,0.0003,,
109.79,127,5746,-6.618379999999999,3717728,179,0.6703540980815887,0.48253822326660156,2364,2.3119443207979202,0.2,-0.0113177681050729,0.034001283,0.26708984375,-1.2652319055050611,0.0003,,
108.11,127,5775,-6.273820000000001,3721824,180,0.7477135956287384,0.6329876780509949,2368,1.8002319680526853,0.2,-0.019262072069977876,0.042105876,0.2889404296875,-1.2644772808998823,0.0003,,
,,,,3724544,,0.8283824324607849,0.49880483746528625,2372,1.9881226792931557,0.2,-0.013884700500057079,0.04233162,0.302001953125,-1.3706627506762743,0.0003,180.0,-19.907999999999998
117.14,127,5820,-7.837680000000001,3725920,181,,,,,,,,,,,,
113.12,127,5846,-7.134040000000002,3730016,182,0.6682107746601105,0.7605403065681458,2376,2.1093637235462666,0.2,-0.017922018640092574,0.040628187,0.29400634765625,-1.504275731742382,0.0003,,
116.65,127,5872,-7.5520000000000005,3734112,183,0.6772381961345673,0.45738154649734497,2380,1.942089717835188,0.2,-0.011905619736353401,0.044465847,0.29229736328125,-1.3352372832596302,0.0003,,
104.83,127,5897,-5.544759999999999,3738208,184,0.6776263117790222,0.7610031962394714,2384,2.4314379077404737,0.2,-0.012550813728012145,0.031126816,0.25341796875,-1.2652341686189175,0.0003,,
95.46,127,5923,-3.9673199999999995,3742304,185,0.7430225014686584,0.5285887718200684,2388,2.1448116954416037,0.2,-0.014173313778883312,0.03882835,0.271728515625,-1.3955994043499231,0.0003,,
,,,,3744544,,0.742540031671524,0.956264853477478,2392,2.7676900383085012,0.2,-0.019667743414174765,0.057022616,0.30462646484375,-1.3528490960597992,0.0003,146.4,-13.0688
95.55,127,5966,-3.6965999999999997,3746400,186,,,,,,,,,,,,
104.08,127,5992,-5.23516,3750496,187,0.6773183643817902,0.3494093716144562,2396,1.7316580982878804,0.2,-0.010193676105700433,0.06106069,0.280517578125,-1.3556026462465525,0.0003,,
112.76,127,6017,-6.9614199999999995,3754592,188,0.7801471799612045,0.6399966478347778,2400,1.932630673982203,0.2,-0.007363739918218926,0.042000007,0.30047607421875,-1.3663986455649137,0.0003,,
114.24,128,6046,-7.49878,3758688,189,0.6719548404216766,0.7231335043907166,2404,2.1332629695534706,0.2,-0.013252266551717184,0.033634543,0.2957763671875,-1.4806142803281546,0.0003,,
111.31,128,6076,-6.92332,3762784,190,0.6211786270141602,0.3603894114494324,2408,1.7571226293221116,0.2,-0.016461692765005864,0.041202985,0.2935791015625,-1.4212232306599617,0.0003,,
,,,,3764544,,0.6842662394046783,0.5932661294937134,2412,2.210047579370439,0.2,-0.015725817924248986,0.039267752,0.310302734375,-1.4198418948799372,0.0003,180.0,-19.384
118.14,127,6125,-7.947080000000002,3766880,191,,,,,,,,,,,,
118.11,127,6154,-7.803320000000002,3770976,192,0.5480010211467743,0.8615084290504456,2416,2.3135817935690284,0.2,-0.013776803571090568,0.046156432,0.30657958984375,-1.3225441295653582,0.0003,,
125.62,127,6183,-9.09434,3775072,193,0.6854372918605804,0.8183806538581848,2420,2.403179212473333,0.2,-0.01348920856253244,0.045898795,0.32305908203125,-1.3919724877923727,0.0003,,
117.17,127,6213,-7.568940000000001,3779168,194,0.694966048002243,0.8918757438659668,2424,2.399583937600255,0.2,-0.009956469417375047,0.040637136,0.30810546875,-1.4769638888537884,0.0003,,
111.72,127,6242,-6.53754,3783264,195,0.6529750525951385,0.5934444665908813,2428,2.0612101070582867,0.2,-0.013518203180865385,0.04095823,0.31121826171875,-1.5319377817213535,0.0003,,
,,,,3784544,,0.7625049203634262,0.667851448059082,2432,1.8705170014873147,0.2,-0.017577585036633536,0.046480484,0.3133544921875,-1.405731126666069,0.0003,180.0,-19.368000000000002
112.95,127,6293,-6.629700000000001,3787360,196,,,,,,,,,,,,
98.81,127,6322,-4.18122,3791456,197,0.686603307723999,0.6525171399116516,2436,2.3569649755954742,0.2,-0.018225819178042002,0.038290832,0.3045654296875,-1.3831550274044275,0.0003,,
109.57,127,6351,-6.277539999999999,3795552,198,0.7616279870271683,0.5690833330154419,2440,1.719153189100325,0.2,-0.01830942666856572,0.045200303,0.29608154296875,-1.330215260386467,0.0003,,
113.37,127,6380,-7.032539999999999,3799648,199,0.6894404292106628,0.6187566518783569,2444,1.8084890954196453,0.2,-0.014136946119833738,0.04137644,0.30096435546875,-1.4105414189398289,0.0003,,
120.83,127,6409,-8.36786,3803744,200,0.6794098019599915,0.6646809577941895,2448,2.099697862751782,0.2,-0.015101191696885508,0.046088763,0.31036376953125,-1.4976907037198544,0.0003,,
,,,,3804544,,0.6733688414096832,0.7089802026748657,2452,1.9997360343113542,0.2,-0.013539929743274115,0.041908946,0.3056640625,-1.4441554229706526,0.0003,180.0,-18.994
119.92,127,6459,-8.213239999999999,3807840,201,,,,,,,,,,,,
111.15,127,6490,-6.772700000000001,3811936,202,0.6563076078891754,0.4807704985141754,2456,2.0834084134548903,0.2,-0.014002706891915295,0.04820954,0.304443359375,-1.3858269676566124,0.0003,,
107.54,127,6519,-5.9836800000000006,3816032,203,0.6449171006679535,0.6385453939437866,2460,2.072632011026144,0.2,-0.020937772198521998,0.043145888,0.3248291015625,-1.4519959967583418,0.0003,,
99.55,127,6549,-4.3201,3820128,204,0.64048832654953,0.6740164756774902,2464,2.186448357999325,0.2,-0.017856823520560283,0.044295117,0.29620361328125,-1.40907665155828,0.0003,,
96.29,127,6579,-3.9086800000000004,3824224,205,0.7480198442935944,1.0044164657592773,2468,2.4599312860518694,0.2,-0.016483037681609858,0.038962886,0.287109375,-1.2595849893987179,0.0003,,
,,,,3824544,,0.6327045261859894,0.46659407019615173,2472,2.3080461230129004,0.2,-0.014126527603366412,0.040717065,0.28741455078125,-1.3922876808792353,0.0003,145.8,-13.017599999999998
110.62,127,6627,-6.381239999999999,3828320,206,,,,,,,,,,,,
117.18,127,6656,-7.74496,3832416,207,0.6970078349113464,0.37423983216285706,2476,1.6195686710998416,0.2,-0.019413748450460844,0.04504852,0.298095703125,-1.3793431669473648,0.0003,,
113.82,127,6687,-7.17334,3836512,208,0.6536573171615601,0.7494784593582153,2480,2.046028546988964,0.2,-0.017608464069780894,0.040063627,0.28118896484375,-1.3980525508522987,0.0003,,
107.57,127,6716,-6.02804,3840608,209,0.591288685798645,0.4658797085285187,2484,2.3673981288447976,0.2,-0.017756527849996928,0.04086165,0.28466796875,-1.3645069636404514,0.0003,,
,,,,3844544,,0.7383919954299927,0.5922896265983582,2488,1.9737214855849743,0.2,-0.012518908566562459,0.039027676,0.27459716796875,-1.327738644555211,0.0003,180.0,-19.898
116.95,127,6764,-7.7057,3844704,210,,,,,,,,,,,,
120.4,127,6794,-8.429900000000002,3848800,211,0.5743697285652161,0.6176918148994446,2492,1.7992736138403416,0.2,-0.013795060665870551,0.035952285,0.28570556640625,-1.4376001711934805,0.0003,,
113.8,127,6822,-7.0760000000000005,3852896,212,0.6955331265926361,0.623873233795166,2496,1.7488738428801298,0.2,-0.014692343036585953,0.031838164,0.27313232421875,-1.3542141690850258,0.0003,,
100.69,127,6847,-4.5038800000000005,3856992,213,0.6985103189945221,0.5647951364517212,2500,2.029402196407318,0.2,-0.01403377693350194,0.03782204,0.29742431640625,-1.4047959968447685,0.0003,,
108.22,127,6873,-5.882839999999999,3861088,214,0.6990512311458588,0.5739955902099609,2504,2.380298964679241,0.2,-0.01603003707714379,0.034261253,0.28607177734375,-1.3201023433357477,0.0003,,
,,,,3864544,,0.6959608793258667,0.4629162549972534,2508,1.9549788059666753,0.2,-0.013411948806606233,0.08325651,0.29144287109375,-1.3613094873726368,0.0003,110.2,-6.4644
107.73,127,6913,-6.204159999999999,3865184,215,,,,,,,,,,,,
105.57,127,6939,-5.8746399999999985,3869280,216,0.6611053049564362,0.5213189125061035,2512,2.049648445099592,0.2,-0.01215697009320138,0.044782363,0.28570556640625,-1.3070410694926977,0.0003,,
106.24,127,6965,-5.8476799999999995,3873376,217,0.7186937928199768,0.624856173992157,2516,2.039845391176641,0.2,-0.016989058611216024,0.03912761,0.3006591796875,-1.4134607203304768,0.0003,,
110.83,127,6991,-6.70656,3877472,218,0.7453132569789886,0.5188663601875305,2520,1.9665333637967706,0.2,-0.015448366175405681,0.037329584,0.2996826171875,-1.4002559781074524,0.0003,,
99.42,127,7018,-4.757140000000001,3881568,219,0.6599741578102112,0.842761754989624,2524,2.099769100546837,0.2,-0.012508909334428608,0.033684045,0.26092529296875,-1.2983240187168121,0.0003,,
,,,,3884544,,0.7127885520458221,0.6312190890312195,2528,2.4104526974260807,0.2,-0.013167996221454814,0.033370886,0.27130126953125,-1.2621467392891645,0.0003,147.8,-13.7416
100.63,127,7062,-4.751659999999999,3885664,220,,,,,,,,,,,,
103.17,127,7091,-5.374039999999999,3889760,221,0.7848418802022934,0.5600191354751587,2532,1.7738779848441482,0.2,-0.01650922749831807,0.036154144,0.26434326171875,-1.3062679450958967,0.0003,,
108.06,127,7120,-6.209620000000001,3893856,222,0.6187768578529358,0.46871259808540344,2536,1.8991303415969014,0.2,-0.019351727911271155,0.044763744,0.31280517578125,-1.4237567018717527,0.0003,,
92.35,127,7150,-3.3632999999999993,3897952,223,0.7552894502878189,0.6810386776924133,2540,1.9818457774817944,0.2,-0.009694056992884725,0.037879787,0.3153076171875,-1.3495933078229427,0.0003,,
100.73,127,7180,-4.75926,3902048,224,0.6630282700061798,0.4289947748184204,2544,2.4666720032691956,0.2,-0.010185477782215457,0.040524416,0.30255126953125,-1.3329765982925892,0.0003,,
,,,,3904544,,0.6267860233783722,0.5377369523048401,2548,2.2670525200664997,0.2,-0.013274161639856175,0.03801771,0.2603759765625,-1.2994970753788948,0.0003,145.6,-12.991199999999997
97.3,127,7227,-4.100199999999999,3906144,225,,,,,,,,,,,,
107.58,127,7257,-6.0693600000000005,3910240,226,0.6108740866184235,0.5168641805648804,2552,2.7025178261101246,0.2,-0.012680020423431415,0.040398497,0.2884521484375,-1.3609714806079865,0.0003,,
106.11,127,7285,-5.92342,3914336,227,0.7315884828567505,0.8408547043800354,2556,1.8446229603141546,0.2,-0.012405796362145338,0.04342323,0.2882080078125,-1.3317498657852411,0.0003,,
110.53,127,7315,-6.53716,3918432,228,0.6556136906147003,0.8730313181877136,2560,2.3940029200166464,0.2,-0.013555510689911898,0.03692086,0.302978515625,-1.3340173996984959,0.0003,,
111.56,127,7344,-6.561420000000002,3922528,229,0.721534937620163,0.5887978076934814,2564,2.17550284601748,0.2,-0.0142920069192769,0.038368292,0.27178955078125,-1.1699676541611552,0.0003,,
,,,,3924544,,0.7326512336730957,0.5352551937103271,2568,2.170099910348654,0.2,-0.013161143302568235,0.038854115,0.26861572265625,-1.2539870738983154,0.0003,76.8,-1.7116000000000007
109.55,127,7387,-6.349000000000001,3926624,230,,,,,,,,,,,,
100.8,127,7417,-4.7797,3930720,231,0.6926037669181824,0.6673900485038757,2572,2.194348607212305,0.2,-0.013447948040266056,0.041198857,0.28363037109375,-1.2858836688101292,0.0003,,
106.43,127,7446,-5.775460000000001,3934816,232,0.7276003658771515,0.6167614459991455,2576,2.137571819126606,0.2,-0.010247582860756665,0.039729018,0.308837890625,-1.3310784231871367,0.0003,,
111.5,127,7476,-6.537299999999999,3938912,233,0.6634734272956848,0.6037935018539429,2580,2.0065049529075623,0.2,-0.017880335362860933,0.04133356,0.31146240234375,-1.4108715038746595,0.0003,,
102.64,127,7506,-5.083780000000001,3943008,234,0.6404809951782227,0.6897105574607849,2584,2.4461157703772187,0.2,-0.008346668786543887,0.035248294,0.29193115234375,-1.3204129114747047,0.0003,,
,,,,3944544,,0.6474993824958801,0.6406501531600952,2588,2.265644130297005,0.2,-0.01511921244673431,0.04194105,0.292236328125,-1.2553512174636126,0.0003,180.0,-18.362000000000002
91.74,127,7556,-2.9893800000000006,3947104,235,,,,,,,,,,,,
100.16,127,7587,-4.60912,3951200,236,0.7367139756679535,0.6800910234451294,2592,2.4433975405991077,0.2,-0.011317481781588867,0.0362773,0.26324462890625,-1.3898387216031551,0.0003,,
103.43,127,7616,-5.26846,3955296,237,0.7291593253612518,0.7070322632789612,2596,1.9935815138742328,0.2,-0.013089564032270573,0.045814533,0.30975341796875,-1.3230389021337032,0.0003,,
110.74,127,7645,-6.54568,3959392,238,0.7814591974020004,0.7161410450935364,2600,2.155943861231208,0.2,-0.01850264493987197,0.039758075,0.2886962890625,-1.3198038283735514,0.0003,,
107.91,127,7674,-5.813420000000001,3963488,239,0.7464323043823242,0.6884164214134216,2604,2.0721363332122564,0.2,-0.012775962124578655,0.042780578,0.2764892578125,-1.264951691031456,0.0003,,
,,,,3964544,,0.773969441652298,0.6966767907142639,2608,2.0123642990365624,0.2,-0.018184894433943555,0.042639337,0.2542724609375,-1.2419615909457207,0.0003,146.6,-12.577200000000001
107.67,127,7722,-5.76624,3967584,240,,,,,,,,,,,,
103.0,127,7751,-5.0924000000000005,3971680,241,0.7284964323043823,0.7513834238052368,2612,2.117252092808485,0.2,-0.014657501014880836,0.03655415,0.27935791015625,-1.3990948423743248,0.0003,,
91.27,127,7781,-2.7950399999999997,3975776,242,0.746207982301712,0.6567062139511108,2616,2.085873526521027,0.2,-0.015496540581807494,0.037101954,0.28411865234375,-1.3502755239605904,0.0003,,
84.76,127,7811,-1.8116199999999996,3979872,243,0.6426697075366974,0.8514690399169922,2620,3.068873155862093,0.2,-0.0073882410797523335,0.042669937,0.2957763671875,-1.3013424891978502,0.0003,,
105.86,127,7840,-5.817520000000001,3983968,244,0.7574503421783447,0.7034502029418945,2624,2.0168913677334785,0.2,-0.019415552291320637,0.044385813,0.2952880859375,-1.3683510702103376,0.0003,,
,,,,3984544,,0.7506735473871231,0.4065121114253998,2628,1.489033056423068,0.2,-0.018933031395135913,0.037120417,0.26702880859375,-1.414208197966218,0.0003,180.0,-18.868
105.17,127,7892,-5.60444,3988064,245,,,,,,,,,,,,
